//==============================================================================
//Monster Set Base
//Repack SCFMT/TitansTech 10.09.03 by Antiferna
//www.antifernamu.com
//------------------------------------------------------------------------------
//Revision 08 May, 2011	
//==============================================================================
//0 - Guards / NPC / Traps
//1 - Spots
//2 - Normal Monster
//3 - Bone King / Golden Monsters
//4 - Blood Castle Monsters / Gate / Others

//=========================================================================================
//	Invasion Golden
//=========================================================================================
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir 	Quant  Name	
3
43	3	30	10	10	240	240	-1	1 // Golden Budge Dragon => Noria
44	0	30	182	128	195	145	-1	1 // Dragon => Lorencia
53	2	5	147	88	147	88	-1	1 // Golden Titan => Davias
54	0	30	183	128	188	135	-1	1 // Golden Soldier => Lorencia
55	0	30	132	83	132	83	-1	1 // Death King => Lorencia
56	0	30	132	83	138	90	-1	1 // Death Bone => Lorencia
78	0	7	150	68	150	68	-1	1 // Golden Goblin => Lorencia
78	3	7	168	68	168	68	-1	1 // Golden Goblin => Noria
79	0	7	76	139	76	139	-1	1 // Golden Derkon => Lorencia
79	2	7	172	114	172	114	-1	1 // Golden Derkon => Davias
79	3	7	192	154	192	154	-1	1 // Golden Derkon => Noria
81	7	7	145	66	145	66	-1	1 // Golden Vepar => Atlans
81	7	7	106	100	106	100	-1	1 // Golden Vepar => Atlans
80	8	7	142	58	142	58	-1	1 // Golden Lizard King => Tarkan
80	8	7	68	125	68	125	-1	1 // Golden Lizard King => Tarkan
82	8	7	124	71	124	71	-1	1 // Golden Tantalos => Tarkan
82	8	7	72	92	72	92	-1	1 // Golden Tantalos => Tarkan
83	8	7	96	131	96	131	-1	1 // Golden Wheel => Tarkan
end
//=========================================================================================							
//	LorenMarket NPCs					
//=========================================================================================							
//Mob	Map	Rad	X	Y	Str	Name	
0
167	20	30	26	102	2	//Chaos Castle
166	20	30	28	100	2	//Chaos Castle
167	20	30	38	106	2	//Chaos Castle
166	20	30	35	102	2	//Chaos Castle
167	20	30	42	102	2	//Chaos Castle
166	20	30	43	96	2	//Chaos Castle
167	20	30	30	88	2	//Chaos Castle
166	20	30	25	91	2	//Chaos Castle
167	20	30	29	91	2	//Chaos Castle
166	20	30	30	98	2	//Chaos Castle
167	20	30	41	93	2	//Chaos Castle
166	20	30	41	89	2	//Chaos Castle
167	20	30	43	91	2	//Chaos Castle
166	20	30	39	95	2	//Chaos Castle
167	20	30	32	101	2	//Chaos Castle
166	20	30	29	103	2	//Chaos Castle
167	20	30	33	105	2	//Chaos Castle
166	20	30	25	97	2	//Chaos Castle
167	20	30	24	94	2	//Chaos Castle
166	20	30	27	88	2	//Chaos Castle
167	20	30	32	94	2	//Chaos Castle
166	20	30	32	89	2	//Chaos Castle
167	20	30	36	92	2	//Chaos Castle
166	20	30	37	89	2	//Chaos Castle
167	20	30	40	91	2	//Chaos Castle
166	20	30	38	99	2	//Chaos Castle
167	20	30	40	101	2	//Chaos Castle
166	20	30	43	81	2	//Chaos Castle
167	20	30	36	76	2	//Chaos Castle
166	20	30	42	75	2	//Chaos Castle
167	20	30	26	75	2	//Chaos Castle
166	20	30	24	80	2	//Chaos Castle
167	20	30	30	82	2	//Chaos Castle
166	20	30	24	89	2	//Chaos Castle
167	20	30	24	86	2	//Chaos Castle
166	20	30	24	101	2	//Chaos Castle
167	20	30	37	104	2	//Chaos Castle
166	20	30	41	96	2	//Chaos Castle
167	20	30	39	87	2	//Chaos Castle
166	20	30	41	76	2	//Chaos Castle
167	20	30	38	84	2	//Chaos Castle
166	20	30	38	96	2	//Chaos Castle
167	20	30	30	95	2	//Chaos Castle
166	20	30	32	78	2	//Chaos Castle
167	20	30	29	86	2	//Chaos Castle
166	20	30	27	104	2	//Chaos Castle
167	20	30	40	104	2	//Chaos Castle
166	20	30	44	102	2	//Chaos Castle
167	20	30	43	98	2	//Chaos Castle
166	20	30	39	93	2	//Chaos Castle
167	20	30	41	84	2	//Chaos Castle
166	20	30	32	78	2	//Chaos Castle
167	20	30	29	86	2	//Chaos Castle
166	20	30	27	104	2	//Chaos Castle
167	20	30	40	104	2	//Chaos Castle
166	20	30	44	102	2	//Chaos Castle
167	20	30	43	98	2	//Chaos Castle
166	20	30	39	93	2	//Chaos Castle
167	20	30	41	84	2	//Chaos Castle
end							
//Chaos Castle 4+A3166 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
168	21	30	26	105	3	//Chaos Castle
169	21	30	26	98	3	//Chaos Castle
168	21	30	28	90	3	//Chaos Castle
169	21	30	27	86	3	//Chaos Castle
168	21	30	28	82	3	//Chaos Castle
169	21	30	26	79	3	//Chaos Castle
168	21	30	34	78	3	//Chaos Castle
169	21	30	33	81	3	//Chaos Castle
168	21	30	39	78	3	//Chaos Castle
169	21	30	26	77	3	//Chaos Castle
168	21	30	38	80	3	//Chaos Castle
169	21	30	43	77	3	//Chaos Castle
168	21	30	38	86	3	//Chaos Castle
169	21	30	43	84	3	//Chaos Castle
168	21	30	41	82	3	//Chaos Castle
169	21	30	27	94	3	//Chaos Castle
168	21	30	32	91	3	//Chaos Castle
169	21	30	29	84	3	//Chaos Castle
168	21	30	42	90	3	//Chaos Castle
169	21	30	44	87	3	//Chaos Castle
168	21	30	30	78	3	//Chaos Castle
169	21	30	38	92	3	//Chaos Castle
168	21	30	40	98	3	//Chaos Castle
169	21	30	29	101	3	//Chaos Castle
168	21	30	33	103	3	//Chaos Castle
169	21	30	38	89	3	//Chaos Castle
168	21	30	42	105	3	//Chaos Castle
169	21	30	42	99	3	//Chaos Castle
168	21	30	35	105	3	//Chaos Castle
169	21	30	29	93	3	//Chaos Castle
168	21	30	28	97	3	//Chaos Castle
169	21	30	26	84	3	//Chaos Castle
168	21	30	28	79	3	//Chaos Castle
168	21	30	25	82	3	//Chaos Castle
169	21	30	29	76	3	//Chaos Castle
168	21	30	33	76	3	//Chaos Castle
169	21	30	35	79	3	//Chaos Castle
168	21	30	31	80	3	//Chaos Castle
169	21	30	41	79	3	//Chaos Castle
168	21	30	38	76	3	//Chaos Castle
169	21	30	36	81	3	//Chaos Castle
168	21	30	39	82	3	//Chaos Castle
169	21	30	41	86	3	//Chaos Castle
168	21	30	42	94	3	//Chaos Castle
169	21	30	35	92	3	//Chaos Castle
168	21	30	34	90	3	//Chaos Castle
169	21	30	38	101	3	//Chaos Castle
168	21	30	30	105	3	//Chaos Castle
169	21	30	26	102	3	//Chaos Castle
168	21	30	28	100	3	//Chaos Castle
169	21	30	38	106	3	//Chaos Castle
168	21	30	35	102	3	//Chaos Castle
169	21	30	42	102	3	//Chaos Castle
168	21	30	43	96	3	//Chaos Castle
169	21	30	30	88	3	//Chaos Castle
168	21	30	25	91	3	//Chaos Castle
169	21	30	29	91	3	//Chaos Castle
168	21	30	30	98	3	//Chaos Castle
169	21	30	41	93	3	//Chaos Castle
168	21	30	41	89	3	//Chaos Castle
169	21	30	43	91	3	//Chaos Castle
168	21	30	39	95	3	//Chaos Castle
169	21	30	32	101	3	//Chaos Castle
168	21	30	29	103	3	//Chaos Castle
169	21	30	33	105	3	//Chaos Castle
168	21	30	25	97	3	//Chaos Castle
169	21	30	24	94	3	//Chaos Castle
168	21	30	27	88	3	//Chaos Castle
169	21	30	32	94	3	//Chaos Castle
168	21	30	32	89	3	//Chaos Castle
169	21	30	36	92	3	//Chaos Castle
168	21	30	37	89	3	//Chaos Castle
169	21	30	40	91	3	//Chaos Castle
168	21	30	38	99	3	//Chaos Castle
169	21	30	40	101	3	//Chaos Castle
168	21	30	43	81	3	//Chaos Castle
169	21	30	36	76	3	//Chaos Castle
168	21	30	42	75	3	//Chaos Castle
169	21	30	26	75	3	//Chaos Castle
168	21	30	24	80	3	//Chaos Castle
169	21	30	30	82	3	//Chaos Castle
168	21	30	24	89	3	//Chaos Castle
169	21	30	24	86	3	//Chaos Castle
168	21	30	24	101	3	//Chaos Castle
169	21	30	37	104	3	//Chaos Castle
168	21	30	41	96	3	//Chaos Castle
169	21	30	39	87	3	//Chaos Castle
168	21	30	41	76	3	//Chaos Castle
169	21	30	38	84	3	//Chaos Castle
168	21	30	38	96	3	//Chaos Castle
169	21	30	30	95	3	//Chaos Castle
168	21	30	32	78	3	//Chaos Castle
169	21	30	29	86	3	//Chaos Castle
168	21	30	27	104	3	//Chaos Castle
169	21	30	40	104	3	//Chaos Castle
168	21	30	44	102	3	//Chaos Castle
169	21	30	43	98	3	//Chaos Castle
168	21	30	39	93	3	//Chaos Castle
169	21	30	41	84	3	//Chaos Castle
168	21	30	32	78	3	//Chaos Castle
169	21	30	29	86	3	//Chaos Castle
168	21	30	27	104	3	//Chaos Castle
169	21	30	40	104	3	//Chaos Castle
168	21	30	44	102	3	//Chaos Castle
169	21	30	43	98	3	//Chaos Castle
168	21	30	39	93	3	//Chaos Castle
169	21	30	41	84	3	//Chaos Castle
end							
//Chaos Castle 5 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
170	22	30	26	105	4	//Chaos Castle
171	22	30	26	98	4	//Chaos Castle
170	22	30	28	90	4	//Chaos Castle
171	22	30	27	86	4	//Chaos Castle
170	22	30	28	82	4	//Chaos Castle
171	22	30	26	79	4	//Chaos Castle
170	22	30	34	78	4	//Chaos Castle
171	22	30	33	81	4	//Chaos Castle
170	22	30	39	78	4	//Chaos Castle
171	22	30	26	77	4	//Chaos Castle
170	22	30	38	80	4	//Chaos Castle
171	22	30	43	77	4	//Chaos Castle
170	22	30	38	86	4	//Chaos Castle
171	22	30	43	84	4	//Chaos Castle
170	22	30	41	82	4	//Chaos Castle
171	22	30	27	94	4	//Chaos Castle
170	22	30	32	91	4	//Chaos Castle
171	22	30	29	84	4	//Chaos Castle
170	22	30	42	90	4	//Chaos Castle
171	22	30	44	87	4	//Chaos Castle
170	22	30	30	78	4	//Chaos Castle
171	22	30	38	92	4	//Chaos Castle
170	22	30	40	98	4	//Chaos Castle
171	22	30	29	101	4	//Chaos Castle
170	22	30	33	103	4	//Chaos Castle
171	22	30	38	89	4	//Chaos Castle
170	22	30	42	105	4	//Chaos Castle
171	22	30	42	99	4	//Chaos Castle
170	22	30	35	105	4	//Chaos Castle
171	22	30	29	93	4	//Chaos Castle
170	22	30	28	97	4	//Chaos Castle
171	22	30	26	84	4	//Chaos Castle
170	22	30	28	79	4	//Chaos Castle
170	22	30	25	82	4	//Chaos Castle
171	22	30	29	76	4	//Chaos Castle
170	22	30	33	76	4	//Chaos Castle
171	22	30	35	79	4	//Chaos Castle
170	22	30	31	80	4	//Chaos Castle
171	22	30	41	79	4	//Chaos Castle
170	22	30	38	76	4	//Chaos Castle
171	22	30	36	81	4	//Chaos Castle
170	22	30	39	82	4	//Chaos Castle
171	22	30	41	86	4	//Chaos Castle
170	22	30	42	94	4	//Chaos Castle
171	22	30	35	92	4	//Chaos Castle
170	22	30	34	90	4	//Chaos Castle
171	22	30	38	101	4	//Chaos Castle
170	22	30	30	105	4	//Chaos Castle
171	22	30	26	102	4	//Chaos Castle
170	22	30	28	100	4	//Chaos Castle
171	22	30	38	106	4	//Chaos Castle
170	22	30	35	102	4	//Chaos Castle
171	22	30	42	102	4	//Chaos Castle
170	22	30	43	96	4	//Chaos Castle
171	22	30	30	88	4	//Chaos Castle
170	22	30	25	91	4	//Chaos Castle
171	22	30	29	91	4	//Chaos Castle
170	22	30	30	98	4	//Chaos Castle
171	22	30	41	93	4	//Chaos Castle
170	22	30	41	89	4	//Chaos Castle
171	22	30	43	91	4	//Chaos Castle
170	22	30	39	95	4	//Chaos Castle
171	22	30	32	101	4	//Chaos Castle
170	22	30	29	103	4	//Chaos Castle
171	22	30	33	105	4	//Chaos Castle
170	22	30	25	97	4	//Chaos Castle
171	22	30	24	94	4	//Chaos Castle
170	22	30	27	88	4	//Chaos Castle
171	22	30	32	94	4	//Chaos Castle
170	22	30	32	89	4	//Chaos Castle
171	22	30	36	92	4	//Chaos Castle
170	22	30	37	89	4	//Chaos Castle
171	22	30	40	91	4	//Chaos Castle
170	22	30	38	99	4	//Chaos Castle
171	22	30	40	101	4	//Chaos Castle
170	22	30	43	81	4	//Chaos Castle
171	22	30	36	76	4	//Chaos Castle
170	22	30	42	75	4	//Chaos Castle
171	22	30	26	75	4	//Chaos Castle
170	22	30	24	80	4	//Chaos Castle
171	22	30	30	82	4	//Chaos Castle
170	22	30	24	89	4	//Chaos Castle
171	22	30	24	86	4	//Chaos Castle
170	22	30	24	101	4	//Chaos Castle
171	22	30	37	104	4	//Chaos Castle
170	22	30	41	96	4	//Chaos Castle
171	22	30	39	87	4	//Chaos Castle
170	22	30	41	76	4	//Chaos Castle
171	22	30	38	84	4	//Chaos Castle
170	22	30	38	96	4	//Chaos Castle
171	22	30	30	95	4	//Chaos Castle
170	22	30	32	78	4	//Chaos Castle
171	22	30	29	86	4	//Chaos Castle
170	22	30	27	104	4	//Chaos Castle
171	22	30	40	104	4	//Chaos Castle
170	22	30	44	102	4	//Chaos Castle
171	22	30	43	98	4	//Chaos Castle
170	22	30	39	93	4	//Chaos Castle
171	22	30	41	84	4	//Chaos Castle
170	22	30	32	78	4	//Chaos Castle
171	22	30	29	86	4	//Chaos Castle
170	22	30	27	104	4	//Chaos Castle
171	22	30	40	104	4	//Chaos Castle
170	22	30	44	102	4	//Chaos Castle
171	22	30	43	98	4	//Chaos Castle
170	22	30	39	93	4	//Chaos Castle
171	22	30	41	84	4	//Chaos Castle
end							
//Chaos Castle 6 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
172	23	30	26	105	5	//Chaos Castle
173	23	30	26	98	5	//Chaos Castle
172	23	30	28	90	5	//Chaos Castle
173	23	30	27	86	5	//Chaos Castle
172	23	30	28	82	5	//Chaos Castle
173	23	30	26	79	5	//Chaos Castle
172	23	30	34	78	5	//Chaos Castle
173	23	30	33	81	5	//Chaos Castle
172	23	30	39	78	5	//Chaos Castle
173	23	30	26	77	5	//Chaos Castle
172	23	30	38	80	5	//Chaos Castle
173	23	30	43	77	5	//Chaos Castle
172	23	30	38	86	5	//Chaos Castle
173	23	30	43	84	5	//Chaos Castle
172	23	30	41	82	5	//Chaos Castle
173	23	30	27	94	5	//Chaos Castle
172	23	30	32	91	5	//Chaos Castle
173	23	30	29	84	5	//Chaos Castle
172	23	30	42	90	5	//Chaos Castle
173	23	30	44	87	5	//Chaos Castle
172	23	30	30	78	5	//Chaos Castle
173	23	30	38	92	5	//Chaos Castle
172	23	30	40	98	5	//Chaos Castle
173	23	30	29	101	5	//Chaos Castle
172	23	30	33	103	5	//Chaos Castle
173	23	30	38	89	5	//Chaos Castle
172	23	30	42	105	5	//Chaos Castle
173	23	30	42	99	5	//Chaos Castle
172	23	30	35	105	5	//Chaos Castle
173	23	30	29	93	5	//Chaos Castle
172	23	30	28	97	5	//Chaos Castle
173	23	30	26	84	5	//Chaos Castle
172	23	30	28	79	5	//Chaos Castle
172	23	30	25	82	5	//Chaos Castle
173	23	30	29	76	5	//Chaos Castle
172	23	30	33	76	5	//Chaos Castle
173	23	30	35	79	5	//Chaos Castle
172	23	30	31	80	5	//Chaos Castle
173	23	30	41	79	5	//Chaos Castle
172	23	30	38	76	5	//Chaos Castle
173	23	30	36	81	5	//Chaos Castle
172	23	30	39	82	5	//Chaos Castle
173	23	30	41	86	5	//Chaos Castle
172	23	30	42	94	5	//Chaos Castle
173	23	30	35	92	5	//Chaos Castle
172	23	30	34	90	5	//Chaos Castle
173	23	30	38	101	5	//Chaos Castle
172	23	30	30	105	5	//Chaos Castle
173	23	30	26	102	5	//Chaos Castle
172	23	30	28	100	5	//Chaos Castle
173	23	30	38	106	5	//Chaos Castle
172	23	30	35	102	5	//Chaos Castle
173	23	30	42	102	5	//Chaos Castle
172	23	30	43	96	5	//Chaos Castle
173	23	30	30	88	5	//Chaos Castle
172	23	30	25	91	5	//Chaos Castle
173	23	30	29	91	5	//Chaos Castle
172	23	30	30	98	5	//Chaos Castle
173	23	30	41	93	5	//Chaos Castle
172	23	30	41	89	5	//Chaos Castle
173	23	30	43	91	5	//Chaos Castle
172	23	30	39	95	5	//Chaos Castle
173	23	30	32	101	5	//Chaos Castle
172	23	30	29	103	5	//Chaos Castle
173	23	30	33	105	5	//Chaos Castle
172	23	30	25	97	5	//Chaos Castle
173	23	30	24	94	5	//Chaos Castle
172	23	30	27	88	5	//Chaos Castle
173	23	30	32	94	5	//Chaos Castle
172	23	30	32	89	5	//Chaos Castle
173	23	30	36	92	5	//Chaos Castle
172	23	30	37	89	5	//Chaos Castle
173	23	30	40	91	5	//Chaos Castle
172	23	30	38	99	5	//Chaos Castle
173	23	30	40	101	5	//Chaos Castle
172	23	30	43	81	5	//Chaos Castle
173	23	30	36	76	5	//Chaos Castle
172	23	30	42	75	5	//Chaos Castle
173	23	30	26	75	5	//Chaos Castle
172	23	30	24	80	5	//Chaos Castle
173	23	30	30	82	5	//Chaos Castle
172	23	30	24	89	5	//Chaos Castle
173	23	30	24	86	5	//Chaos Castle
172	23	30	24	101	5	//Chaos Castle
173	23	30	37	104	5	//Chaos Castle
172	23	30	41	96	5	//Chaos Castle
173	23	30	39	87	5	//Chaos Castle
172	23	30	41	76	5	//Chaos Castle
173	23	30	38	84	5	//Chaos Castle
172	23	30	38	96	5	//Chaos Castle
173	23	30	30	95	5	//Chaos Castle
172	23	30	32	78	5	//Chaos Castle
173	23	30	29	86	5	//Chaos Castle
172	23	30	27	104	5	//Chaos Castle
173	23	30	40	104	5	//Chaos Castle
172	23	30	44	102	5	//Chaos Castle
173	23	30	43	98	5	//Chaos Castle
172	23	30	39	93	5	//Chaos Castle
173	23	30	41	84	5	//Chaos Castle
172	23	30	32	78	5	//Chaos Castle
173	23	30	29	86	5	//Chaos Castle
172	23	30	27	104	5	//Chaos Castle
173	23	30	40	104	5	//Chaos Castle
172	23	30	44	102	5	//Chaos Castle
173	23	30	43	98	5	//Chaos Castle
172	23	30	39	93	5	//Chaos Castle
173	23	30	41	84	5	//Chaos Castle
end
//Chaos Castle 7 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
426	53	30	26	105	5	//Chaos Castle
427	53	30	26	98	5	//Chaos Castle
426	53	30	28	90	5	//Chaos Castle
427	53	30	27	86	5	//Chaos Castle
426	53	30	28	82	5	//Chaos Castle
427	53	30	26	79	5	//Chaos Castle
426	53	30	34	78	5	//Chaos Castle
427	53	30	33	81	5	//Chaos Castle
426	53	30	39	78	5	//Chaos Castle
427	53	30	26	77	5	//Chaos Castle
426	53	30	38	80	5	//Chaos Castle
427	53	30	43	77	5	//Chaos Castle
426	53	30	38	86	5	//Chaos Castle
427	53	30	43	84	5	//Chaos Castle
426	53	30	41	82	5	//Chaos Castle
427	53	30	27	94	5	//Chaos Castle
426	53	30	32	91	5	//Chaos Castle
427	53	30	29	84	5	//Chaos Castle
426	53	30	42	90	5	//Chaos Castle
427	53	30	44	87	5	//Chaos Castle
426	53	30	30	78	5	//Chaos Castle
427	53	30	38	92	5	//Chaos Castle
426	53	30	40	98	5	//Chaos Castle
427	53	30	29	101	5	//Chaos Castle
426	53	30	33	103	5	//Chaos Castle
427	53	30	38	89	5	//Chaos Castle
426	53	30	42	105	5	//Chaos Castle
427	53	30	42	99	5	//Chaos Castle
426	53	30	35	105	5	//Chaos Castle
427	53	30	29	93	5	//Chaos Castle
426	53	30	28	97	5	//Chaos Castle
427	53	30	26	84	5	//Chaos Castle
426	53	30	28	79	5	//Chaos Castle
426	53	30	25	82	5	//Chaos Castle
427	53	30	29	76	5	//Chaos Castle
426	53	30	33	76	5	//Chaos Castle
427	53	30	35	79	5	//Chaos Castle
426	53	30	31	80	5	//Chaos Castle
427	53	30	41	79	5	//Chaos Castle
426	53	30	38	76	5	//Chaos Castle
427	53	30	36	81	5	//Chaos Castle
426	53	30	39	82	5	//Chaos Castle
427	53	30	41	86	5	//Chaos Castle
426	53	30	42	94	5	//Chaos Castle
427	53	30	35	92	5	//Chaos Castle
426	53	30	34	90	5	//Chaos Castle
427	53	30	38	101	5	//Chaos Castle
426	53	30	30	105	5	//Chaos Castle
427	53	30	26	102	5	//Chaos Castle
426	53	30	28	100	5	//Chaos Castle
427	53	30	38	106	5	//Chaos Castle
426	53	30	35	102	5	//Chaos Castle
427	53	30	42	102	5	//Chaos Castle
426	53	30	43	96	5	//Chaos Castle
427	53	30	30	88	5	//Chaos Castle
426	53	30	25	91	5	//Chaos Castle
427	53	30	29	91	5	//Chaos Castle
426	53	30	30	98	5	//Chaos Castle
427	53	30	41	93	5	//Chaos Castle
426	53	30	41	89	5	//Chaos Castle
427	53	30	43	91	5	//Chaos Castle
426	53	30	39	95	5	//Chaos Castle
427	53	30	32	101	5	//Chaos Castle
426	53	30	29	103	5	//Chaos Castle
427	53	30	33	105	5	//Chaos Castle
426	53	30	25	97	5	//Chaos Castle
427	53	30	24	94	5	//Chaos Castle
426	53	30	27	88	5	//Chaos Castle
427	53	30	32	94	5	//Chaos Castle
426	53	30	32	89	5	//Chaos Castle
427	53	30	36	92	5	//Chaos Castle
426	53	30	37	89	5	//Chaos Castle
427	53	30	40	91	5	//Chaos Castle
426	53	30	38	99	5	//Chaos Castle
427	53	30	40	101	5	//Chaos Castle
426	53	30	43	81	5	//Chaos Castle
427	53	30	36	76	5	//Chaos Castle
426	53	30	42	75	5	//Chaos Castle
427	53	30	40	91	5	//Chaos Castle
426	53	30	38	99	5	//Chaos Castle
427	53	30	40	101	5	//Chaos Castle
426	53	30	43	81	5	//Chaos Castle
427	53	30	36	76	5	//Chaos Castle
426	53	30	42	75	5	//Chaos Castle
427	53	30	26	75	5	//Chaos Castle
426	53	30	24	80	5	//Chaos Castle
427	53	30	30	82	5	//Chaos Castle
426	53	30	24	89	5	//Chaos Castle
427	53	30	24	86	5	//Chaos Castle
426	53	30	24	101	5	//Chaos Castle
427	53	30	37	104	5	//Chaos Castle
426	53	30	41	96	5	//Chaos Castle
427	53	30	39	87	5	//Chaos Castle
426	53	30	41	76	5	//Chaos Castle
427	53	30	38	84	5	//Chaos Castle
426	53	30	38	96	5	//Chaos Castle
427	53	30	30	95	5	//Chaos Castle
426	53	30	32	78	5	//Chaos Castle
427	53	30	29	86	5	//Chaos Castle
426	53	30	27	104	5	//Chaos Castle
427	53	30	40	104	5	//Chaos Castle
426	53	30	44	102	5	//Chaos Castle
427	53	30	43	98	5	//Chaos Castle
426	53	30	39	93	5	//Chaos Castle
427	53	30	41	84	5	//Chaos Castle
end

//=========================================================================================
//================================= Kalima - =============================================
//=========================================================================================
//Kalima 1
//Mob	Map	Radio	CordX	CordY	Strong	Name
2
144 	24 	30 	112 	37 	-1	//Death Angel 
end
//Kalima 2
//Mob	Map	Radio	CordX	CordY	Strong	Name
2
174 	25 	30 	109 	35 	-1 	//Death Angel
end
//Kalima 3
//Mob	Map	Radio	CordX	CordY	Strong	Name
2
182 	26 	30 	103 	49 	-1 	//Death Angel 
end
//Kalima 4
//Mob	Map	Radio	CordX	CordY	Strong	Name
2
190 	27 	30 	116 	48 	-1 	//Death Angel
end
//Kalima 6
//Mob	Map	Radio	CordX	CordY	Strong	Name
2
268 	29 	30 	109 	54 	-1 	//Death Angel
268 	29 	30 	107 	54 	-1  	//Death Angel
268 	29 	30 	120 	67 	-1  	//Death Angel
268 	29 	30 	115 	78 	-1  	//Death Angel
268 	29 	30 	118 	78 	-1  	//Death Angel
268 	29 	30 	105 	91 	-1  	//Death Angel
269 	29 	30 	54 	78 	-1 	//Death Centurion
269 	29 	30 	65 	71 	-1 	//Death Centurion
270 	29 	30 	94 	19 	-1 	//Bloody Soldier
270 	29 	30 	113 	20 	-1 	//Bloody Soldier
270 	29 	30 	109 	24 	-1 	//Bloody Soldier
270 	29 	30 	116 	75 	-1 	//Bloody Soldier
271 	29 	30 	40 	9 	-1 	//Aegis
271 	29 	30 	36 	26 	-1  	//Aegis
271 	29 	30 	33 	19 	-1  	//Aegis
271 	29 	30 	37 	16 	-1  	//Aegis
271 	29 	30 	42 	23 	-1  	//Aegis
271 	29 	30 	42 	9 	-1  	//Aegis
271 	29 	30 	62 	23 	-1  	//Aegis
271 	29 	30 	69 	24 	-1 	//Aegis
272 	29 	30 	75 	13 	-1 	//Lord Centurion
272 	29 	30 	78 	19 	-1 	//Lord Centurion
272 	29 	30 	119 	44 	-1 	//Lord Centurion
273 	29 	30 	113 	83 	-1 	//Necron
273 	29 	30 	122 	96 	-1 	//Necron 
273 	29 	30 	101 	108 	-1  	//Necron
273 	29 	30 	81 	81 	-1  	//Necron
274 	29 	30 	41 	76 	-1 	//Schriker
274 	29 	30 	45 	90 	-1 	//Schriker
274 	29 	30 	36 	104 	-1 	//Schriker
274 	29 	30 	48 	112 	-1 	//Schriker
274 	29 	30 	43 	91 	-1 	//Schriker
274 	29 	30 	42 	94 	-1 	//Schriker
274 	29 	30 	38 	112 	-1 	//Schriker
337 	29 	30 	38 	112 	-1 	//Schriker
268 	29 	30 	109 	54 	-1 	//Death Angel
268 	29 	30 	107 	54 	-1  	//Death Angel
268 	29 	30 	120 	67 	-1  	//Death Angel
268 	29 	30 	115 	78 	-1  	//Death Angel
269 	29 	30 	54 	78 	-1 	//Death Centurion
269 	29 	30 	65 	71 	-1 	//Death Centurion
270 	29 	30 	94 	19 	-1 	//Bloody Soldier
270 	29 	30 	113 	20 	-1 	//Bloody Soldier
270 	29 	30 	109 	24 	-1 	//Bloody Soldier
270 	29 	30 	104 	32 	-1 	//Bloody Soldier
270 	29 	30 	112 	40 	-1 	//Bloody Soldier
271 	29 	30 	36 	26 	-1  	//Aegis
271 	29 	30 	33 	19 	-1  	//Aegis
271 	29 	30 	37 	16 	-1  	//Aegis
271 	29 	30 	42 	23 	-1  	//Aegis
271 	29 	30 	42 	9 	-1  	//Aegis
271 	29 	30 	45 	16 	-1  	//Aegis
271 	29 	30 	50 	25 	-1  	//Aegis
272 	29 	30 	81 	14 	-1 	//Lord Centurion
272 	29 	30 	91 	9 	-1 	//Lord Centurion
272 	29 	30 	98 	10 	-1 	//Lord Centurion
272 	29 	30 	109 	26 	-1 	//Lord Centurion
272 	29 	30 	119 	44 	-1 	//Lord Centurion
273 	29 	30 	113 	83 	-1 	//Necron
273 	29 	30 	122 	96 	-1 	//Necron 
273 	29 	30 	101 	108 	-1  	//Necron
273 	29 	30 	81 	81 	-1  	//Necron
273 	29 	30 	87 	92 	-1  	//Necron
273 	29 	30 	73 	77 	-1  	//Necron
274 	29 	30 	45 	90 	-1 	//Schriker
274 	29 	30 	36 	104 	-1 	//Schriker
274 	29 	30 	48 	112 	-1 	//Schriker
274 	29 	30 	43 	91 	-1 	//Schriker
274 	29 	30 	42 	94 	-1 	//Schriker
274 	29 	30 	38 	112 	-1 	//Schriker
268 	29 	30 	109 	54 	-1 	//Death Angel
268 	29 	30 	107 	54 	-1  	//Death Angel
268 	29 	30 	120 	67 	-1  	//Death Angel
268 	29 	30 	115 	78 	-1  	//Death Angel
268 	29 	30 	118 	78 	-1  	//Death Angel
268 	29 	30 	105 	91 	-1  	//Death Angel
268 	29 	30 	97 	96 	-1  	//Death Angel
270 	29 	30 	109 	24 	-1 	//Bloody Soldier
270 	29 	30 	104 	32 	-1 	//Bloody Soldier
270 	29 	30 	112 	40 	-1 	//Bloody Soldier
270 	29 	30 	108 	29 	-1 	//Bloody Soldier
270 	29 	30 	108 	37 	-1 	//Bloody Soldier
271 	29 	30 	45 	16 	-1  	//Aegis
271 	29 	30 	50 	25 	-1  	//Aegis
271 	29 	30 	52 	14 	-1  	//Aegis
271 	29 	30 	58 	24 	-1  	//Aegis
271 	29 	30 	62 	23 	-1  	//Aegis
271 	29 	30 	69 	24 	-1 	//Aegis
272 	29 	30 	75 	13 	-1 	//Lord Centurion
272 	29 	30 	78 	19 	-1 	//Lord Centurion
272 	29 	30 	80 	12 	-1 	//Lord Centurion
